song_id,entry_date,exit_date,total_days,peak_rank,avg_rank,peak_date,days_to_peak,artist,album_type,is_explicit,duration_ms,total_tracks,popularity,lifecycle_type
COSAS QUE NO TE DIJE-SAIKO,2025-03-02,2025-04-27,55,25,37.345454545454544,2025-03-04,2,SAIKO,single,False,224725,1,84,Long Runner
COSAS QUE NO TE DIJE-Saiko,2024-08-16,2025-03-01,198,7,17.371859296482413,2024-12-12,118,Saiko,single,False,224725,1,72,Evergreen
COSMETICOS-Myke Towers,2024-11-25,2024-11-29,2,33,40.5,2024-11-25,0,Myke Towers,album,True,141862,23,0,Short Hit
CRUSH-Sky Rompiendo & Dei V,2025-04-07,2025-08-23,137,15,28.496350364963504,2025-04-27,20,Sky Rompiendo & Dei V,single,False,233333,1,74,Long Runner
CYBERTRUCK-Bad Bunny,2024-10-14,2024-10-21,8,8,26.5,2024-10-14,0,Bad Bunny,album,True,191959,22,0,Short Hit
Cafe Malibú-Sech & Mora & Saiko,2024-07-23,2024-09-19,59,9,27.949152542372882,2024-07-25,2,Sech & Mora & Saiko,single,True,260307,1,69,Long Runner
Cangrinaje-Cruz Cafuné,2024-05-28,2024-05-28,1,48,48.0,2024-05-28,0,Cruz Cafuné,album,True,211765,23,56,Short Hit
Capri Sun-B10 & Kilvertz,2025-07-31,2025-08-14,14,34,41.142857142857146,2025-08-05,5,B10 & Kilvertz,single,False,168727,1,61,Medium Run
Casanova-Soolking & Lola Indigo & Rvfv,2024-12-10,2025-05-29,168,1,18.437869822485208,2025-01-01,22,Soolking & Lola Indigo & Rvfv,single,False,243806,1,60,Evergreen
Caserio-Yandel & SAIKO,2025-03-10,2025-03-10,1,41,41.0,2025-03-10,0,Yandel & SAIKO,single,True,189524,1,59,Short Hit
Celine (with Kidd Keo)-Ghost Killer Track & Kidd Keo,2025-10-03,2025-11-27,55,9,21.472727272727273,2025-10-18,15,Ghost Killer Track & Kidd Keo,single,False,176017,1,65,Long Runner
Cha Cha Cha-Käärijä,2024-05-18,2024-05-20,3,37,42.666666666666664,2024-05-18,0,Käärijä,single,False,175161,1,86,Short Hit
Chulo pt.2-Bad Gyal & Tokischa & Young Miko,2024-06-24,2024-10-13,87,22,35.85057471264368,2024-06-28,4,Bad Gyal & Tokischa & Young Miko,single,True,219333,1,64,Long Runner
Cine 🚬-Duki,2025-11-03,2025-11-03,1,42,42.0,2025-11-03,0,Duki,album,True,142957,15,61,Short Hit
Classy 101-Feid & Young Miko,2024-05-18,2024-11-30,182,7,20.5,2024-05-18,0,Feid & Young Miko,single,True,195986,1,95,Evergreen
Clavaito-Chanel & Abraham Mateo,2024-05-18,2025-01-04,153,6,17.065359477124183,2024-06-02,15,Chanel & Abraham Mateo,single,False,162740,1,78,Evergreen
Coco Chanel-Eladio Carrion,2024-05-18,2024-09-29,127,16,29.921259842519685,2024-05-24,6,Eladio Carrion,album,True,208125,18,92,Long Runner
Cohete-Shakira,2025-03-24,2025-03-30,6,21,41.333333333333336,2025-03-24,0,Shakira,album,False,172503,17,0,Short Hit
Columbia-Quevedo,2024-07-08,2025-11-02,463,1,19.584051724137932,2024-07-09,1,Quevedo,single,False,186000,1,61,Evergreen
Committed-Rauw Alejandro,2025-11-17,2025-11-17,1,29,29.0,2025-11-17,0,Rauw Alejandro,album,True,159344,18,66,Short Hit
Como Camarón-Estopa,2024-11-29,2025-02-21,35,32,43.8,2025-01-03,35,Estopa,album,False,202026,12,70,Medium Run
Conexión-Cano,2025-10-27,2025-11-14,14,27,41.142857142857146,2025-10-27,0,Cano,album,False,188160,10,38,Medium Run
Conexión-Cano & JC Reyes,2025-10-25,2025-10-26,2,40,43.0,2025-10-26,1,Cano & JC Reyes,single,False,188160,1,63,Short Hit
Constelación-Duki,2025-11-03,2025-11-10,8,26,30.875,2025-11-03,0,Duki,album,False,200631,15,58,Short Hit
Constelación-Duki & Lia Kali,2025-11-01,2025-11-02,2,29,39.5,2025-11-01,0,Duki & Lia Kali,single,False,200631,1,58,Short Hit
Copa Vacía-Shakira & Manuel Turizo,2024-07-02,2024-07-28,27,16,38.48148148148148,2024-07-02,0,Shakira & Manuel Turizo,single,False,173547,1,74,Medium Run
Corazón Roto - Remix-Brray & Jhayco & Ryan Castro,2024-08-10,2024-09-13,33,26,36.84848484848485,2024-09-09,30,Brray & Jhayco & Ryan Castro,single,True,275040,1,86,Medium Run
Corazón Roto pt. 3-Brray & Anuel AA & Chencho Corleone,2024-09-13,2025-02-04,104,21,37.25,2024-09-27,14,Brray & Anuel AA & Chencho Corleone,single,True,348400,1,70,Long Runner
Cosa Nuestra-Rauw Alejandro,2025-11-17,2025-11-18,2,16,30.0,2025-11-17,0,Rauw Alejandro,album,True,260454,18,67,Short Hit
Cosas Pendientes-Maluma,2025-11-24,2025-11-27,2,37,42.5,2025-11-27,3,Maluma,single,False,184462,1,64,Short Hit
Cruel Summer-Taylor Swift,2025-06-01,2025-06-01,1,39,39.0,2025-06-01,0,Taylor Swift,album,False,178426,18,94,Short Hit
Cuando Te Vi | CROSSOVER #5-Big One & Maria Becerra & Trueno,2025-07-05,2025-10-28,114,11,26.44736842105263,2025-08-14,40,Big One & Maria Becerra & Trueno,single,True,218400,5,74,Long Runner
Cupido-Engel Montaz & Kuv507 & Latinnites Music,2025-04-18,2025-06-05,15,22,37.06666666666667,2025-04-23,5,Engel Montaz & Kuv507 & Latinnites Music,single,False,215000,1,76,Medium Run
Cupido-TINI,2024-05-18,2024-09-12,105,17,33.41904761904762,2024-05-19,1,TINI,album,False,174369,14,84,Long Runner
CÓRCEGA-Mora,2024-08-30,2024-09-02,4,17,36.75,2024-08-30,0,Mora,album,True,189001,15,0,Short Hit
Cómo Te Atreves-Morat,2025-03-02,2025-03-02,1,45,45.0,2025-03-02,0,Morat,album,False,240560,12,78,Short Hit
Cúrame-Rauw Alejandro,2025-08-01,2025-08-16,15,41,44.53333333333333,2025-08-10,9,Rauw Alejandro,album,True,164705,14,82,Medium Run
DE PLASTILINA-Lola Indigo & Pepe y Vizio,2024-10-21,2024-10-22,2,40,45.0,2024-10-21,0,Lola Indigo & Pepe y Vizio,single,False,209533,1,0,Short Hit
DEGENERE 👑 (feat. benny blanco)-Myke Towers,2025-10-20,2025-11-27,39,1,3.128205128205128,2025-10-25,5,Myke Towers,album,True,130880,30,58,Medium Run
DEMO #5: nostalgIA - Spanglish Version-FlowGPT,2024-11-08,2024-11-09,2,12,16.0,2024-11-09,1,FlowGPT,single,True,220405,1,39,Short Hit
DEPORTIVO-Blessd & Anuel AA,2025-11-16,2025-11-23,4,35,43.5,2025-11-23,7,Blessd & Anuel AA,single,True,218701,1,58,Short Hit
DESATAAA-Ovy On The Drums & Myke Towers & SAIKO,2025-03-17,2025-05-24,66,6,23.015151515151516,2025-03-21,4,Ovy On The Drums & Myke Towers & SAIKO,single,True,197383,1,60,Long Runner
DESATAAA-Ovy On The Drums & Myke Towers & Saiko,2025-04-26,2025-07-09,47,28,37.1063829787234,2025-05-28,32,Ovy On The Drums & Myke Towers & Saiko,single,True,197383,1,78,Medium Run
DESPECHÁ-ROSALÍA,2024-05-22,2025-01-02,51,39,47.01960784313726,2024-06-12,21,ROSALÍA,album,False,156787,24,84,Long Runner
DESQUITE-Feid,2024-12-02,2024-12-02,1,39,39.0,2024-12-02,0,Feid,album,False,133546,10,0,Short Hit
DIABLA-Los Diozes,2025-10-27,2025-11-20,25,17,29.56,2025-11-03,7,Los Diozes,album,True,217945,8,62,Medium Run
DIABLITA (feat. YOVNGCHIMI)-Myke Towers,2025-08-24,2025-09-04,9,34,41.55555555555556,2025-08-24,0,Myke Towers,album,True,185960,20,0,Short Hit
DIAMONDS-Mora,2024-08-30,2024-09-02,4,18,34.75,2024-08-30,0,Mora,album,True,193367,15,0,Short Hit
DILUVIO-Rauw Alejandro,2024-10-21,2025-10-14,188,3,18.82010582010582,2024-11-16,26,Rauw Alejandro,album,True,197052,14,77,Evergreen
DINERO y FAMA (feat. Omar Montes)-Myke Towers,2025-08-24,2025-08-24,1,40,40.0,2025-08-24,0,Myke Towers,album,True,215946,20,0,Short Hit
DONDE SE APRENDE A QUERER?-Mora,2024-08-30,2025-02-17,152,3,31.19736842105263,2024-08-30,0,Mora,album,False,144427,15,0,Evergreen
DUBAI-Trueno & Beny Jr,2024-06-15,2024-06-22,8,47,49.0,2024-06-17,2,Trueno & Beny Jr,single,False,146000,1,75,Short Hit
DURO-Quevedo,2025-11-02,2025-11-27,26,1,11.384615384615385,2025-11-02,0,Quevedo,single,False,162204,1,66,Medium Run
Dararí-Aitana,2024-09-24,2024-09-29,6,13,27.5,2024-09-24,0,Aitana,album,False,170346,15,40,Short Hit
Después De La 1-Cris Mj & FloyyMenor,2025-09-19,2025-11-23,63,11,26.650793650793652,2025-09-27,8,Cris Mj & FloyyMenor,single,True,177600,2,77,Long Runner
Detrás del DJ-Rels B,2025-04-28,2025-04-28,1,39,39.0,2025-04-28,0,Rels B,album,True,119354,13,66,Short Hit
Diabólica-Cris Mj,2025-03-13,2025-08-19,156,14,30.28846153846154,2025-03-23,10,Cris Mj,album,True,192000,17,70,Evergreen
Dicelo-Lianet Rivero & Lia & Gatillo,2024-10-20,2024-10-23,4,24,28.25,2024-10-21,1,Lianet Rivero & Lia & Gatillo,single,False,153563,1,52,Short Hit
Die With A Smile-Lady Gaga & Bruno Mars,2025-08-31,2025-11-23,48,29,40.854166666666664,2025-11-15,76,Lady Gaga & Bruno Mars,single,False,251667,1,94,Medium Run
Dios #1-Cruz Cafuné,2024-05-28,2024-05-28,1,43,43.0,2024-05-28,0,Cruz Cafuné,album,True,200125,23,56,Short Hit
Doblexxó-J Balvin,2025-08-10,2025-08-23,12,33,43.166666666666664,2025-08-10,0,J Balvin,album,True,176720,15,0,Medium Run
Duro De Verdad pt.2-Los Sufridos,2025-09-20,2025-09-20,1,39,39.0,2025-09-20,0,Los Sufridos,single,False,204303,1,55,Short Hit
Duro De Verdad pt.2-Los Sufridos & Bad Gyal,2025-09-21,2025-11-27,68,1,6.514705882352941,2025-09-27,6,Los Sufridos & Bad Gyal,single,False,204303,1,59,Long Runner
Déjame Entrar-Rauw Alejandro,2025-07-25,2025-11-23,9,17,37.666666666666664,2025-11-17,115,Rauw Alejandro,single,True,254705,1,73,Short Hit
EL CHACAL-Mora,2024-08-30,2024-09-02,4,10,19.75,2024-08-30,0,Mora,album,True,197787,15,0,Short Hit
EL CONDENAO-Lola Indigo,2024-12-17,2025-01-04,12,35,44.583333333333336,2024-12-22,5,Lola Indigo,album,False,144829,7,53,Medium Run
EL ESTRIBILLO-Quevedo,2025-11-24,2025-11-27,4,16,24.75,2025-11-24,0,Quevedo,album,False,161444,18,61,Short Hit
EL PANTALON - RUMBAS-Omar Montes,2025-06-02,2025-09-12,101,2,23.455445544554454,2025-06-16,14,Omar Montes,album,False,193066,11,27,Long Runner
EL TONTO-Lola Indigo,2024-05-18,2025-01-10,205,2,24.965853658536584,2024-05-18,0,Lola Indigo,album,False,187986,11,83,Evergreen
EMPELOTICA-Lenny Tavárez & Feid,2025-02-25,2025-04-06,36,16,32.2972972972973,2025-03-03,6,Lenny Tavárez & Feid,single,True,190322,1,0,Medium Run
EMRATA-Myke Towers,2024-11-25,2024-11-25,1,46,46.0,2024-11-25,0,Myke Towers,album,True,225507,23,0,Short Hit
EROTICAAAAAAA-Gonzy,2025-10-13,2025-10-31,15,38,45.4,2025-10-25,12,Gonzy,album,True,169666,18,47,Medium Run
ESKELETO-SAIKO,2025-04-28,2025-10-23,113,11,36.15929203539823,2025-05-02,4,SAIKO,album,True,279893,16,61,Long Runner
El Cielo-Sky Rompiendo & Feid & Myke Towers,2024-06-04,2025-03-09,270,2,26.274074074074075,2024-06-10,6,Sky Rompiendo & Feid & Myke Towers,single,True,191320,1,71,Evergreen
El Conjuntito-El Bobe & Omar Montes,2025-03-24,2025-09-23,180,1,17.294444444444444,2025-04-09,16,El Bobe & Omar Montes,single,False,158711,1,28,Evergreen
El Destello-Juanjo Bona & Martin Urrutia,2025-10-06,2025-10-06,1,36,36.0,2025-10-06,0,Juanjo Bona & Martin Urrutia,single,False,160684,1,57,Short Hit
El Fin del Mundo-La La Love You,2025-06-03,2025-11-23,98,37,46.42857142857143,2025-08-25,83,La La Love You,album,False,188093,18,69,Long Runner
El Jefe-Shakira & Fuerza Regida,2024-09-24,2024-10-03,10,31,39.3,2024-09-27,3,Shakira & Fuerza Regida,single,True,170297,1,70,Short Hit
El Malo-Eladio Carrion,2025-01-21,2025-02-17,27,20,34.44444444444444,2025-01-25,4,Eladio Carrion,album,False,209655,17,67,Medium Run
El Mambo-Kiko Rivera,2024-10-04,2025-02-28,144,2,24.26388888888889,2024-10-13,9,Kiko Rivera,single,False,129845,1,57,Long Runner
El Merengue-Marshmello,2024-11-04,2025-11-18,317,19,36.47634069400631,2024-11-05,1,Marshmello,album,False,189668,8,11,Evergreen
El Merengue-Marshmello & Manuel Turizo,2024-05-18,2024-11-03,170,5,13.005882352941176,2024-05-18,0,Marshmello & Manuel Turizo,single,False,189668,1,91,Evergreen
El Patio-Pepe y Vizio & Delaossa & KIDDO,2025-02-22,2025-08-27,152,8,28.61437908496732,2025-03-07,13,Pepe y Vizio & Delaossa & KIDDO,single,False,232645,1,70,Evergreen
Ella Baila Sola-Eslabon Armado,2024-05-18,2024-08-09,84,9,24.571428571428573,2024-06-03,16,Eslabon Armado,album,False,165671,16,89,Long Runner
En To Lao-Haze & Jhayco,2024-06-15,2024-07-01,11,45,48.27272727272727,2024-07-01,16,Haze & Jhayco,single,True,195033,1,71,Medium Run
Enamórate-Nicki Nicole & Bad Gyal,2024-11-16,2024-12-01,15,31,37.666666666666664,2024-11-18,2,Nicki Nicole & Bad Gyal,single,False,147785,1,49,Medium Run
Es un Secreto-Plan B,2025-06-22,2025-07-04,13,37,41.53846153846154,2025-06-30,8,Plan B,album,False,192120,15,80,Medium Run
Escriurem-Chiara Oliver & Martin Urrutia,2025-01-25,2025-01-25,1,47,47.0,2025-01-25,0,Chiara Oliver & Martin Urrutia,single,False,189146,1,56,Short Hit
Espectacular-Sky Rompiendo & Rauw Alejandro,2025-04-25,2025-04-27,2,49,49.5,2025-04-25,0,Sky Rompiendo & Rauw Alejandro,single,False,185739,1,73,Short Hit
Espresso Martini-Rauw Alejandro,2025-11-17,2025-11-21,5,21,35.2,2025-11-17,0,Rauw Alejandro,album,True,191219,18,67,Short Hit
Espresso-Sabrina Carpenter,2025-06-09,2025-07-03,24,39,44.416666666666664,2025-06-28,19,Sabrina Carpenter,single,True,175459,1,95,Medium Run
Europapa-Joost,2025-05-14,2025-05-18,5,33,40.6,2025-05-15,1,Joost,single,False,160218,2,82,Short Hit
Eva Longoria-Ozuna,2024-08-12,2024-11-24,90,8,25.622222222222224,2024-08-29,17,Ozuna,album,False,199850,7,71,Long Runner
Extasisssssss-Saiko,2024-12-20,2025-01-31,43,18,33.93023255813954,2024-12-22,2,Saiko,single,False,116666,2,57,Medium Run
FANTASÍAS-Mora,2024-08-30,2024-09-04,6,9,26.666666666666668,2024-08-30,0,Mora,album,True,191847,15,0,Short Hit
FARDOS-JC Reyes & De La Ghetto,2025-02-18,2025-07-30,160,1,14.8625,2025-02-22,4,JC Reyes & De La Ghetto,single,False,183335,1,59,Evergreen
FERXXO 151-Feid,2024-09-30,2024-11-06,20,17,37.65,2024-09-30,0,Feid,album,False,195320,15,0,Medium Run
FERXXO 151-Feid & ICON,2024-08-26,2024-09-29,35,9,35.4,2024-08-26,0,Feid & ICON,single,False,195653,1,0,Medium Run
FERXXO 30-Feid,2024-10-07,2024-10-13,2,32,41.0,2024-10-07,0,Feid,album,False,173760,16,0,Short Hit
FERXXO EDITION-Feid,2024-09-30,2024-10-01,2,43,43.0,2024-09-30,0,Feid,album,False,161746,15,0,Short Hit
FINA-Bad Bunny,2024-10-14,2024-11-18,36,4,25.72222222222222,2024-10-14,0,Bad Bunny,album,True,216327,22,0,Medium Run
FINALES DE AGOSTO-SAIKO,2025-04-28,2025-04-29,2,40,42.5,2025-04-28,0,SAIKO,album,False,177034,16,57,Short Hit
"FLOWHOT (feat. Arcángel, De La Ghetto, Randy)-The Academy: Segunda Misión & Sech & Dalex",2025-03-31,2025-03-31,1,32,32.0,2025-03-31,0,The Academy: Segunda Misión & Sech & Dalex,album,True,233099,9,53,Short Hit
FRIKI-Gonzy,2025-05-10,2025-11-26,198,8,18.328282828282827,2025-06-26,47,Gonzy,single,True,189066,1,69,Evergreen
FRÍO-Myke Towers,2025-08-24,2025-08-24,1,36,36.0,2025-08-24,0,Myke Towers,album,True,160373,20,0,Short Hit
Falsos Recuerdos-Abraham Mateo & Omar Montes,2025-02-01,2025-02-25,24,32,40.916666666666664,2025-02-08,7,Abraham Mateo & Omar Montes,single,False,191414,1,65,Medium Run
Fecha - Intro Extended-Renzo Pianciola,2025-04-19,2025-04-20,2,46,46.5,2025-04-20,1,Renzo Pianciola,single,False,189802,1,0,Short Hit
Fecha-Feid & Yandel,2025-04-14,2025-04-18,5,39,46.8,2025-04-17,3,Feid & Yandel,single,True,188600,5,68,Short Hit
Feliz Navidad-José Feliciano,2024-12-25,2024-12-27,3,5,11.0,2024-12-25,0,José Feliciano,album,False,182066,15,88,Short Hit
Feliz Navidad-Saiko,2024-12-19,2024-12-20,2,36,41.0,2024-12-19,0,Saiko,single,False,218282,3,55,Short Hit
Figo-DELLAFUENTE & Morad,2024-12-02,2024-12-02,1,44,44.0,2024-12-02,0,DELLAFUENTE & Morad,single,False,184565,6,0,Short Hit
Flow Violento - Remix-YoSoyPlex & Ruven,2024-05-30,2024-06-20,8,46,47.875,2024-06-06,7,YoSoyPlex & Ruven,single,True,166533,1,75,Short Hit
Flowers-Miley Cyrus,2024-05-18,2024-06-06,18,44,46.55555555555556,2024-05-19,1,Miley Cyrus,album,False,200600,13,91,Medium Run
Fortnight (feat. Post Malone)-Taylor Swift,2025-04-21,2025-04-30,9,24,33.666666666666664,2025-04-24,3,Taylor Swift,album,False,228965,16,85,Short Hit
Fosforito-DELLAFUENTE,2025-06-16,2025-06-16,1,46,46.0,2025-06-16,0,DELLAFUENTE,album,False,178782,10,29,Short Hit
Fruto-Bizarrap & Milo j,2024-10-07,2024-11-11,36,12,26.52777777777778,2024-10-12,5,Bizarrap & Milo j,single,False,132294,5,68,Medium Run
"Fé, Cojones y Paciencia-Eladio Carrion",2025-01-21,2025-01-21,1,38,38.0,2025-01-21,0,Eladio Carrion,album,True,190243,17,66,Short Hit
G-WA-ZHEUS,2025-11-21,2025-11-27,5,39,42.8,2025-11-23,2,ZHEUS,single,True,116107,1,57,Short Hit
GANGSTER (PQFNEDG)-Ovy On The Drums & Quevedo & Yandel,2024-10-21,2024-11-01,12,15,34.833333333333336,2024-10-21,0,Ovy On The Drums & Quevedo & Yandel,single,True,215470,1,0,Medium Run
GANGSTERS Y PISTOLAS-Feid,2024-09-30,2024-10-01,2,25,25.0,2024-09-30,0,Feid,album,False,170693,15,0,Short Hit
GATITA GANGSTER-KAROL G,2024-09-13,2024-11-24,63,30,41.888888888888886,2024-10-12,29,KAROL G,album,True,170920,9,75,Long Runner
GATITAS SANDUNGUERAS VOL.1-Alvaro Diaz,2025-05-19,2025-07-03,46,12,23.52173913043478,2025-06-12,24,Alvaro Diaz,album,False,131853,20,0,Medium Run
GRACIAS POR NADA-Bad Bunny,2024-10-14,2024-10-20,7,11,28.428571428571427,2024-10-14,0,Bad Bunny,album,True,177450,22,0,Short Hit
GRAN VÍA-Quevedo,2025-11-24,2025-11-27,4,1,1.0,2025-11-24,0,Quevedo,album,False,213528,18,66,Short Hit
Gata Only (Mashup)-Dj Agus Lima,2025-05-09,2025-05-10,2,5,5.0,2025-05-09,0,Dj Agus Lima,album,False,215400,9,0,Short Hit
Gata Only-FloyyMenor,2025-08-10,2025-10-14,55,15,37.70909090909091,2025-08-10,0,FloyyMenor,album,True,222000,7,7,Long Runner
Gata Only-FloyyMenor & Cris Mj,2025-02-24,2025-08-09,162,2,6.748466257668712,2025-04-06,41,FloyyMenor & Cris Mj,single,True,222000,1,87,Evergreen
Gitana (feat. Bryartz)-Pablo Chill-E,2025-05-03,2025-06-17,45,15,27.466666666666665,2025-05-17,14,Pablo Chill-E,album,True,221714,8,77,Medium Run
Goteras-Omar Montes & JC Reyes,2025-06-30,2025-11-23,145,1,12.8,2025-07-08,8,Omar Montes & JC Reyes,single,False,216450,1,57,Long Runner
Gran Día-Mau y Ricky & Guaynaa,2025-05-16,2025-06-01,13,17,37.92307692307692,2025-05-31,15,Mau y Ricky & Guaynaa,single,False,193840,1,60,Medium Run
Guay-Ozuna & Bad Gyal,2025-04-21,2025-07-20,90,7,21.57777777777778,2025-04-27,6,Ozuna & Bad Gyal,single,False,210788,1,64,Long Runner
HABLAME CLARO-Yandel,2025-10-13,2025-10-13,1,47,47.0,2025-10-13,0,Yandel,album,True,154969,19,45,Short Hit
HABLAME CLARO-Yandel & Feid,2025-10-02,2025-10-12,11,12,35.09090909090909,2025-10-02,0,Yandel & Feid,single,True,154969,1,84,Medium Run
HALO-Quevedo,2025-11-24,2025-11-27,4,7,7.5,2025-11-24,0,Quevedo,album,False,181261,18,63,Short Hit
HAY LUPITA-Lomiiel,2025-07-12,2025-10-29,103,2,17.776699029126213,2025-08-04,23,Lomiiel,single,False,105836,1,77,Long Runner
HEY BB-SAIKO,2025-04-28,2025-05-02,5,26,36.2,2025-04-28,0,SAIKO,album,False,163701,16,59,Short Hit
HIBIKI-Bad Bunny,2024-10-14,2024-12-01,49,2,21.6734693877551,2024-10-14,0,Bad Bunny,album,True,208000,22,0,Medium Run
Hablame Claro-Yandel & Feid,2025-09-16,2025-10-01,16,5,15.75,2025-09-25,9,Yandel & Feid,single,True,154969,1,70,Medium Run
Hala Madrid ...y nada más-Real Madrid,2025-06-03,2025-06-03,1,43,43.0,2025-06-03,0,Real Madrid,single,False,177000,1,60,Short Hit
Hardaway-Duki,2025-11-03,2025-11-03,1,35,35.0,2025-11-03,0,Duki,album,True,216432,15,62,Short Hit
Hasta Olvidarte-Mau y Ricky,2025-06-03,2025-06-08,6,23,29.166666666666668,2025-06-04,1,Mau y Ricky,album,False,188862,15,60,Short Hit
Hay Lupita-Megan Koffe,2025-06-28,2025-07-10,13,30,35.07692307692308,2025-07-08,10,Megan Koffe,single,True,108855,1,55,Medium Run
Headshot-Anuel AA,2025-09-22,2025-09-22,1,29,29.0,2025-09-22,0,Anuel AA,single,True,409259,1,61,Short Hit
Heavy Is the Crown-Linkin Park,2025-09-27,2025-09-27,1,49,49.0,2025-09-27,0,Linkin Park,single,False,167012,2,78,Short Hit
Heavyweight-Eladio Carrion,2025-05-04,2025-05-04,1,49,49.0,2025-05-04,0,Eladio Carrion,single,True,164776,5,62,Short Hit
Hermosa Casualidad-Sen Senra & Aitana,2025-06-02,2025-06-09,6,39,43.666666666666664,2025-06-06,4,Sen Senra & Aitana,single,False,205779,1,34,Short Hit
Hey Lil Mama-Eladio Carrion,2025-01-21,2025-04-13,78,8,28.189873417721518,2025-01-25,4,Eladio Carrion,album,False,216338,17,69,Long Runner
Hey Mor-Ozuna,2024-05-18,2024-09-12,97,30,40.01030927835052,2024-05-18,0,Ozuna,album,False,196600,18,91,Long Runner
Historias Por Contar-Operación Triunfo 2023,2025-02-22,2025-02-24,3,28,39.0,2025-02-22,0,Operación Triunfo 2023,single,False,192042,1,57,Short Hit
Holanda-Jhayco,2024-08-04,2025-03-12,218,3,21.775229357798164,2024-08-16,12,Jhayco,single,True,231693,1,73,Evergreen
Holly Jolly Christmas-Michael Bublé,2024-12-25,2024-12-27,3,24,38.0,2024-12-25,0,Michael Bublé,album,False,119786,16,83,Short Hit
Houdini-Dua Lipa,2024-11-11,2024-11-17,7,23,40.285714285714285,2024-11-11,0,Dua Lipa,single,False,185917,1,58,Short Hit
Hoy-Valentino Merlo & The La Planta,2025-09-29,2025-10-04,6,13,15.166666666666666,2025-10-02,3,Valentino Merlo & The La Planta,single,False,198495,1,83,Short Hit
I Can Do It With a Broken Heart-Taylor Swift,2025-04-23,2025-04-23,1,50,50.0,2025-04-23,0,Taylor Swift,album,True,218004,16,82,Short Hit
IA-Clarent,2025-10-20,2025-11-12,24,1,4.166666666666667,2025-11-09,20,Clarent,single,True,171428,1,57,Medium Run
IA-Clarent & Mora,2025-11-13,2025-11-27,15,1,4.133333333333334,2025-11-13,0,Clarent & Mora,single,True,240000,1,79,Medium Run
IGUALES-Quevedo,2025-11-24,2025-11-27,4,3,3.5,2025-11-24,0,Quevedo,album,False,183316,18,66,Short Hit
IL Capo-Rauw Alejandro,2025-11-17,2025-11-17,1,38,38.0,2025-11-17,0,Rauw Alejandro,album,True,249599,18,65,Short Hit
Imagínate-Danny Ocean & Kapo,2025-11-15,2025-11-27,13,15,32.30769230769231,2025-11-23,8,Danny Ocean & Kapo,single,True,170365,1,70,Medium Run
Imperio-Duki,2025-11-03,2025-11-23,19,15,28.94736842105263,2025-11-09,6,Duki,album,True,168711,15,62,Medium Run
It's Beginning to Look a Lot like Christmas-Michael Bublé,2024-12-25,2024-12-27,3,16,24.0,2024-12-25,0,Michael Bublé,album,False,207199,21,87,Short Hit
It's the Most Wonderful Time of the Year-Andy Williams,2024-12-25,2024-12-27,3,12,20.0,2024-12-25,0,Andy Williams,album,False,151000,12,79,Short Hit
"Japoni (Feat. Camin, Moncho Chavea, Jthyago & Samueliyo Baby)-Oscar el Ruso & Samuel G & Omar Montes",2025-05-05,2025-06-17,11,45,47.72727272727273,2025-06-03,29,Oscar el Ruso & Samuel G & Omar Montes,single,False,248010,1,68,Medium Run
"Japoni (feat. Camin, Moncho Chavea, Jthyago & Samueliyo Baby)-Oscar el Ruso & Samuel G & Omar Montes",2025-01-18,2025-04-01,60,26,35.916666666666664,2025-02-25,38,Oscar el Ruso & Samuel G & Omar Montes,single,False,248004,1,68,Long Runner
Jingle Bell Rock-Bobby Helms,2024-12-25,2024-12-27,3,10,16.666666666666668,2024-12-25,0,Bobby Helms,single,False,130973,2,94,Short Hit
K-POP-Travis Scott & Bad Bunny & The Weeknd,2024-07-23,2024-08-05,14,21,33.857142857142854,2024-07-23,0,Travis Scott & Bad Bunny & The Weeknd,single,True,185220,1,82,Medium Run
KASSANDRA-Quevedo,2025-11-24,2025-11-27,4,2,2.0,2025-11-24,0,Quevedo,album,False,183172,18,66,Short Hit
KTM-Jhayco & Bryant Myers & Luar La L,2025-03-24,2025-03-28,4,16,41.25,2025-03-24,0,Jhayco & Bryant Myers & Luar La L,single,True,366760,1,0,Short Hit
Khé?-Rauw Alejandro,2025-11-17,2025-11-27,11,8,14.090909090909092,2025-11-23,6,Rauw Alejandro,album,False,206066,18,67,Medium Run
LA 125-Quevedo,2025-11-24,2025-11-27,4,10,18.25,2025-11-24,0,Quevedo,album,False,194286,18,62,Short Hit
LA BABY-Tainy,2024-07-02,2024-07-12,11,25,42.27272727272727,2024-07-02,0,Tainy,album,False,182857,19,67,Medium Run
LA CAPI-Myke Towers,2024-12-14,2025-09-25,233,13,30.128205128205128,2025-01-22,39,Myke Towers,album,True,202360,23,72,Evergreen
LA FALDA-Myke Towers,2024-11-25,2025-11-23,359,1,13.225626740947074,2025-02-18,85,Myke Towers,album,True,174229,23,0,Evergreen
LA INOCENTE-Mora,2024-05-30,2024-08-11,31,45,48.225806451612904,2024-06-21,22,Mora,album,True,202173,15,88,Medium Run
LA MARINA STA MORENA-Figa Flawas,2025-08-07,2025-10-15,69,19,30.27536231884058,2025-09-04,28,Figa Flawas,single,False,131332,1,65,Long Runner
LA NENA-Lyanno & Rauw Alejandro,2025-04-21,2025-05-25,27,25,38.925925925925924,2025-04-27,6,Lyanno & Rauw Alejandro,single,True,200040,1,74,Medium Run
