song_id,entry_date,exit_date,total_days,peak_rank,avg_rank,peak_date,days_to_peak,artist,album_type,is_explicit,duration_ms,total_tracks,popularity,lifecycle_type
LA RANGER (feat. Myke Towers)-The Academy: Segunda Misión & Justin Quiles & Lenny Tavárez,2025-03-31,2025-07-16,107,3,20.85981308411215,2025-04-11,11,The Academy: Segunda Misión & Justin Quiles & Lenny Tavárez,album,True,229738,9,64,Long Runner
LA REINA-Lola Indigo,2025-06-16,2025-11-26,162,4,10.753086419753087,2025-06-20,4,Lola Indigo,single,False,150000,1,29,Evergreen
LA RIJANA-SAIKO,2025-04-28,2025-04-29,2,41,44.0,2025-04-28,0,SAIKO,album,False,137172,16,57,Short Hit
LA SEVILLANA - SEVILLANAS-Omar Montes,2025-05-05,2025-07-03,60,8,25.2,2025-05-05,0,Omar Montes,single,False,220346,1,77,Long Runner
LA SEVILLANA-Omar Montes,2025-04-14,2025-05-04,21,3,7.9523809523809526,2025-04-20,6,Omar Montes,single,False,220346,1,59,Medium Run
LA VUELTA-Feid,2024-12-02,2024-12-02,1,48,48.0,2024-12-02,0,Feid,album,False,121920,10,0,Short Hit
LA ÚLTIMA-Quevedo,2025-02-03,2025-03-23,48,1,16.285714285714285,2025-02-03,0,Quevedo,single,False,170322,1,72,Medium Run
LAGUNA-Mora,2024-08-30,2024-09-02,4,11,21.5,2024-08-30,0,Mora,album,True,246593,15,0,Short Hit
LALA-Myke Towers,2024-06-29,2025-09-24,309,1,19.870550161812297,2024-07-05,6,Myke Towers,album,True,197920,23,78,Evergreen
LAS BABYS-Aitana,2024-06-09,2024-08-29,82,4,23.073170731707318,2024-06-11,2,Aitana,single,False,153827,1,63,Long Runner
LATTE (feat. Maria Becerra)-The Academy: Segunda Misión & Sech & Dalex,2025-03-31,2025-03-31,1,43,43.0,2025-03-31,0,The Academy: Segunda Misión & Sech & Dalex,album,True,260534,9,53,Short Hit
LOKITA-Mora,2024-08-30,2024-09-02,4,13,28.75,2024-08-30,0,Mora,album,True,154154,15,0,Short Hit
LOS DÍAS CONTADOS-Quevedo,2025-11-24,2025-11-27,4,4,5.25,2025-11-24,0,Quevedo,album,False,161943,18,64,Short Hit
LOS PITS-Bad Bunny,2024-10-14,2024-10-20,7,20,33.857142857142854,2024-10-14,0,Bad Bunny,album,True,250851,22,0,Short Hit
LUCES DE TECNO-Feid,2024-09-30,2025-02-03,124,7,32.145161290322584,2024-09-30,0,Feid,album,False,163786,15,0,Long Runner
LUNA-Feid,2024-12-02,2025-11-27,357,2,11.599439775910364,2025-01-11,40,Feid,album,False,196800,10,0,Evergreen
LUNA-SAIKO,2025-04-28,2025-05-09,12,9,28.25,2025-04-28,0,SAIKO,album,False,240923,16,61,Medium Run
LUNCH-Billie Eilish,2025-05-19,2025-05-30,12,20,34.333333333333336,2025-05-25,6,Billie Eilish,album,False,179586,10,62,Medium Run
La Baby-Brytiago,2024-11-03,2024-12-02,16,3,31.3125,2024-11-30,27,Brytiago,single,True,161333,1,55,Medium Run
La Bachata-Manuel Turizo,2024-05-18,2025-11-19,537,11,26.75046554934823,2025-01-01,228,Manuel Turizo,album,False,162637,15,86,Evergreen
La Bebe - Remix-Yng Lvcas & Peso Pluma,2024-05-18,2024-08-29,104,10,27.39423076923077,2024-06-01,14,Yng Lvcas & Peso Pluma,single,True,234352,2,99,Long Runner
La Canción Feliz Del Disco-Eladio Carrion,2025-01-21,2025-01-24,4,13,39.0,2025-01-21,0,Eladio Carrion,album,True,173524,17,69,Short Hit
La Fiesta-Pedro Capó,2024-05-18,2024-06-27,17,30,44.88235294117647,2024-05-20,2,Pedro Capó,album,False,201044,10,71,Medium Run
La Gata Bajo La Lluvia-Naiara,2025-01-25,2025-01-25,1,46,46.0,2025-01-25,0,Naiara,single,False,164678,1,55,Short Hit
La Jumpa-Arcángel,2024-05-18,2024-06-23,37,36,42.027027027027025,2024-05-29,11,Arcángel,album,True,255693,18,87,Medium Run
La Rizos [Dime Si Le Comento a la Pura]-Las 2K & Chardo Chardemio & Melody Records International,2025-08-25,2025-11-06,69,22,31.17391304347826,2025-09-15,21,Las 2K & Chardo Chardemio & Melody Records International,single,False,218119,1,68,Long Runner
La Torre Picasso-Arde Bogotá,2025-09-15,2025-09-15,1,46,46.0,2025-09-15,0,Arde Bogotá,single,False,484573,1,50,Short Hit
La Vida Sin Ti-Rels B,2025-04-28,2025-06-29,63,8,24.793650793650794,2025-05-02,4,Rels B,album,False,164470,13,65,Long Runner
La Vida Sin Ti-Rels B & Lia Kali,2025-04-25,2025-04-27,3,15,19.333333333333332,2025-04-25,0,Rels B & Lia Kali,single,False,164470,1,58,Short Hit
La roja baila - Himno oficial de la selección española-Sergio Ramos & Niña Pastori & RedOne,2025-07-15,2025-07-16,2,9,9.0,2025-07-15,0,Sergio Ramos & Niña Pastori & RedOne,single,False,235384,1,56,Short Hit
La_Original.mp3-Emilia,2024-11-04,2025-06-03,202,10,26.527093596059114,2025-03-08,124,Emilia,album,False,140625,13,0,Evergreen
Las Bratz (Remix)-Aissa & JC Reyes & Saiko,2024-05-18,2024-05-27,10,44,46.9,2024-05-20,2,Aissa & JC Reyes & Saiko,single,True,444631,1,76,Short Hit
Last Christmas - Single Version-Wham!,2024-12-23,2024-12-27,5,4,19.0,2024-12-25,2,Wham!,album,False,265960,16,89,Short Hit
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)-Frank Sinatra,2024-12-25,2024-12-25,1,33,33.0,2024-12-25,0,Frank Sinatra,album,False,155453,14,91,Short Hit
Let It Snow! Let It Snow! Let It Snow!-Dean Martin,2024-12-25,2024-12-27,3,15,23.0,2024-12-25,0,Dean Martin,album,False,117146,12,95,Short Hit
Like I Can (feat. Aitana)-Sam Smith & Aitana,2025-08-10,2025-08-10,1,42,42.0,2025-08-10,0,Sam Smith & Aitana,single,False,166707,1,38,Short Hit
Lo Que Tiene-Morad & Beny Jr & Rvfv,2025-03-10,2025-11-23,254,5,25.62204724409449,2025-03-13,3,Morad & Beny Jr & Rvfv,single,False,259200,1,61,Evergreen
Lo que no ves de mí-Juanjo Bona,2025-04-18,2025-04-18,1,38,38.0,2025-04-18,0,Juanjo Bona,single,False,144000,1,69,Short Hit
Lollipop-Darell,2024-10-02,2025-01-17,105,1,21.695238095238096,2024-10-21,19,Darell,album,True,199946,18,64,Long Runner
Los del Espacio-LIT killah,2024-06-04,2025-02-16,257,2,21.56420233463035,2024-06-09,5,LIT killah,single,False,338000,1,72,Evergreen
Los Ángeles-Aitana,2024-05-18,2024-08-05,80,20,34.1125,2024-05-18,0,Aitana,single,False,158483,1,84,Long Runner
Luchas Mentales-Eladio Carrion,2025-01-21,2025-01-21,1,43,43.0,2025-01-21,0,Eladio Carrion,album,False,166835,17,66,Short Hit
Luna llena-Beny Jr,2025-07-31,2025-11-27,119,4,11.084033613445378,2025-10-14,75,Beny Jr,album,False,169846,13,69,Long Runner
M.A.I-Milo j,2025-01-17,2025-04-30,100,4,16.32,2025-01-31,14,Milo j,album,False,184027,9,82,Long Runner
MALA SUERTE-Lola Indigo & DELLAFUENTE,2024-09-03,2024-09-09,7,32,36.42857142857143,2024-09-06,3,Lola Indigo & DELLAFUENTE,single,False,215142,1,59,Short Hit
MAREA-Mora,2024-08-30,2024-08-31,2,24,36.5,2024-08-30,0,Mora,album,True,148082,15,0,Short Hit
MEDIA LUNA-Mora,2024-08-30,2024-09-21,14,5,36.785714285714285,2024-08-30,0,Mora,album,False,134948,15,0,Medium Run
MEJOR ASÍ-Myke Towers,2025-08-24,2025-08-24,1,37,37.0,2025-08-24,0,Myke Towers,album,True,219480,20,0,Short Hit
MEMORIAS-Mora,2024-05-18,2024-05-27,10,39,42.1,2024-05-23,5,Mora,album,False,228750,15,82,Short Hit
MERCEDES CAROTA-Bad Bunny,2024-10-14,2024-10-21,8,17,32.875,2024-10-14,0,Bad Bunny,album,True,202635,22,0,Short Hit
MERCHO-LiL CaKe & Migrantes,2024-05-18,2024-08-29,104,21,32.19230769230769,2024-05-29,11,LiL CaKe & Migrantes,single,False,161451,1,90,Long Runner
MI DROGA-Myke Towers,2024-05-18,2024-05-20,3,46,48.666666666666664,2024-05-18,0,Myke Towers,album,True,163240,23,81,Short Hit
MI EX TENÍA RAZÓN-KAROL G,2024-08-13,2025-07-31,22,16,36.59090909090909,2024-08-13,0,KAROL G,album,False,154374,9,62,Medium Run
MIENTRAS ME CURO DEL CORA-KAROL G,2025-07-24,2025-08-02,10,37,44.9,2025-07-28,4,KAROL G,album,False,164386,17,81,Short Hit
MODELITO-Mora,2024-09-09,2025-06-17,279,4,21.725,2024-11-12,64,Mora,album,True,190496,14,80,Evergreen
MOJABI GHOST-Tainy,2024-07-02,2024-08-03,33,6,30.939393939393938,2024-07-02,0,Tainy,album,True,232131,19,78,Medium Run
MONACO-Bad Bunny,2024-10-14,2025-01-12,78,1,23.67948717948718,2024-10-14,0,Bad Bunny,album,True,267194,22,0,Long Runner
MR. MOONDIAL-Quevedo,2025-11-24,2025-11-27,4,5,5.5,2025-11-25,1,Quevedo,album,False,165762,18,63,Short Hit
MR. OCTOBER-Bad Bunny,2024-10-14,2024-10-21,8,7,23.875,2024-10-14,0,Bad Bunny,album,True,189258,22,0,Short Hit
Ma Meilleure Ennemie (from the series Arcane League of Legends)-Stromae & Pomme & Arcane,2025-11-27,2025-11-27,1,38,38.0,2025-11-27,0,Stromae & Pomme & Arcane,single,False,147973,1,77,Short Hit
Madrid City-Ana Mena,2024-09-30,2025-04-15,181,13,27.45054945054945,2025-01-03,95,Ana Mena,single,False,172727,1,0,Evergreen
Mal de amores-Natos y Waor & Israel B,2025-02-11,2025-02-17,4,29,37.75,2025-02-15,4,Natos y Waor & Israel B,single,False,255071,1,56,Short Hit
Malicia-DELLAFUENTE,2025-06-16,2025-06-21,6,29,42.166666666666664,2025-06-16,0,DELLAFUENTE,album,False,177500,10,25,Short Hit
Mama's Boy-Eladio Carrion,2025-01-21,2025-01-21,1,34,34.0,2025-01-21,0,Eladio Carrion,album,False,222272,17,66,Short Hit
Mamasota-Manuel Turizo & Yandel,2025-03-15,2025-03-15,1,50,50.0,2025-03-15,0,Manuel Turizo & Yandel,single,False,216424,1,78,Short Hit
Mami Chula-Jhayco & Quevedo,2024-05-18,2024-09-18,118,6,35.813559322033896,2024-05-18,0,Jhayco & Quevedo,single,False,220600,1,85,Long Runner
Mamichula - con Nicki Nicole-Trueno,2025-02-18,2025-04-05,44,7,27.272727272727273,2025-03-04,14,Trueno,album,False,219201,10,83,Medium Run
Manos Rotas-DELLAFUENTE & Morad,2024-11-18,2025-11-23,329,1,23.595744680851062,2024-11-29,11,DELLAFUENTE & Morad,single,False,168594,1,44,Evergreen
Maquillaje - Remix-Renn & Myke Towers & Nio Garcia,2025-07-10,2025-07-14,4,25,30.0,2025-07-14,4,Renn & Myke Towers & Nio Garcia,single,True,286283,1,75,Short Hit
Maquillaje - Remix-refracted arg,2025-04-21,2025-04-24,4,32,34.5,2025-04-21,0,refracted arg,album,False,207342,7,0,Short Hit
Maquillaje-Renn & Yexel,2025-03-21,2025-06-02,65,18,31.646153846153847,2025-04-08,18,Renn & Yexel,single,True,211969,1,2,Long Runner
Martini-Dei V,2025-05-02,2025-11-23,150,7,32.806666666666665,2025-06-17,46,Dei V,single,True,164365,1,65,Long Runner
Me has invitado a bailar-Dani Fernández,2025-09-04,2025-11-27,85,15,27.458823529411763,2025-10-31,57,Dani Fernández,single,False,192906,1,63,Long Runner
Mencionar-Eladio Carrion,2025-01-21,2025-01-21,1,42,42.0,2025-01-21,0,Eladio Carrion,album,False,141818,17,66,Short Hit
Mi Cuarto-Tiago PZK & Rels B,2025-10-27,2025-10-27,1,46,46.0,2025-10-27,0,Tiago PZK & Rels B,single,False,131688,1,58,Short Hit
Mi Lova-Bad Gyal & Myke Towers,2024-07-09,2024-08-18,41,14,36.707317073170735,2024-07-09,0,Bad Gyal & Myke Towers,single,True,220173,1,0,Medium Run
Mi Luz (ft. Rels B)-Rvfv,2024-10-23,2025-10-18,172,32,45.395348837209305,2025-10-11,353,Rvfv,album,False,168000,15,80,Evergreen
Mi Nena Remix-Maikel Delacalle & Quevedo,2024-05-18,2024-06-10,24,26,31.75,2024-05-19,1,Maikel Delacalle & Quevedo,single,False,220000,1,82,Medium Run
Mil Mujeres-Rauw Alejandro,2025-11-17,2025-11-17,1,36,36.0,2025-11-17,0,Rauw Alejandro,album,True,168922,18,65,Short Hit
"Milo J: Bzrp Music Sessions, Vol. 57-Bizarrap & Milo j",2024-10-07,2025-02-10,59,1,28.88135593220339,2024-10-07,0,Bizarrap & Milo j,single,False,189901,1,74,Long Runner
"Milo J: Bzrp Music Sessions, Vol. 57-Paul Thin",2025-02-01,2025-02-02,2,39,44.5,2025-02-01,0,Paul Thin,single,False,153024,1,56,Short Hit
Mirame-Blessd & Ovy On The Drums,2025-07-15,2025-07-30,16,13,28.875,2025-07-19,4,Blessd & Ovy On The Drums,single,True,157453,1,84,Medium Run
Mis Tías-Juanjo Bona,2025-07-21,2025-07-23,2,44,45.5,2025-07-21,0,Juanjo Bona,single,False,158400,1,58,Short Hit
My Love-De La Ghetto & Quevedo,2024-06-04,2024-07-01,27,36,41.7037037037037,2024-06-15,11,De La Ghetto & Quevedo,single,False,214123,1,60,Medium Run
NADIE SABE-Bad Bunny,2024-10-14,2024-10-28,15,3,26.666666666666668,2024-10-14,0,Bad Bunny,album,True,379058,22,0,Medium Run
NANA DEL HILO ROJO-SAIKO,2025-04-28,2025-05-02,5,16,27.0,2025-04-28,0,SAIKO,album,False,163893,16,61,Short Hit
NO ME QUIERO CASAR-Bad Bunny,2024-10-14,2024-10-19,6,22,32.333333333333336,2024-10-14,0,Bad Bunny,album,True,225654,22,0,Short Hit
NO PIENSO LLAMAR-Soge Culebra,2024-10-14,2025-03-02,139,7,23.8705035971223,2024-12-23,70,Soge Culebra,album,False,198352,13,0,Long Runner
NO PIENSO LLAMAR-Soge Culebra & Quevedo & GARABATTO,2024-10-07,2024-10-13,7,16,18.714285714285715,2024-10-07,0,Soge Culebra & Quevedo & GARABATTO,single,False,198352,1,43,Short Hit
NOEMÚ-Quevedo,2025-11-24,2025-11-27,4,15,22.5,2025-11-24,0,Quevedo,album,False,206910,18,61,Short Hit
Narcotics (with Bryant Myers)-Dei V & Bryant Myers,2024-10-04,2025-06-11,188,15,25.582010582010582,2024-12-28,85,Dei V & Bryant Myers,single,True,173991,1,75,Evergreen
"Natanael Cano: Bzrp Music Sessions, Vol. 59-Bizarrap & Natanael Cano",2025-04-06,2025-04-13,8,32,39.625,2025-04-07,1,Bizarrap & Natanael Cano,single,True,155888,1,70,Short Hit
New Woman (feat. ROSALÍA)-LISA & ROSALÍA,2025-08-17,2025-08-30,14,15,32.0,2025-08-17,0,LISA & ROSALÍA,single,False,179789,1,0,Medium Run
Ni Me Conozco-Rauw Alejandro,2025-11-17,2025-11-22,6,26,37.5,2025-11-17,0,Rauw Alejandro,album,True,229787,18,66,Short Hit
Niña Bonita-Feid & Sean Paul,2024-05-18,2024-08-08,83,13,34.44578313253012,2024-05-19,1,Feid & Sean Paul,single,False,187653,1,88,Long Runner
No Digas Na-Feid & Yandel,2025-04-17,2025-04-20,4,48,48.75,2025-04-18,1,Feid & Yandel,single,False,208386,5,71,Short Hit
No Estuviste En Lo Malo - REMIX-Morad & Beny Jr & DELLAFUENTE,2024-10-07,2025-01-31,112,12,38.589285714285715,2024-10-07,0,Morad & Beny Jr & DELLAFUENTE,single,False,268320,1,63,Long Runner
No Estuviste En Lo Malo-Morad,2024-05-18,2024-06-23,11,46,48.36363636363637,2024-05-31,13,Morad,album,False,247680,19,67,Medium Run
No Has Cambiado-Baby Rasta & Noriel & Hades66,2025-10-13,2025-11-27,24,11,32.125,2025-10-15,2,Baby Rasta & Noriel & Hades66,single,True,276404,1,64,Medium Run
No Te Quieren Conmigo - Remix-Gaby Music & Anuel AA & Luar La L,2025-04-07,2025-04-27,21,17,34.857142857142854,2025-04-07,0,Gaby Music & Anuel AA & Luar La L,single,False,328226,1,62,Medium Run
No Te Quieren Conmigo-Gaby Music & Lunay & Luar La L,2024-12-20,2025-04-10,110,4,11.854545454545455,2025-01-10,21,Gaby Music & Lunay & Luar La L,single,False,252040,1,67,Long Runner
No soy Eterno-Bizarrap & Milo j,2024-10-07,2024-10-13,7,27,35.0,2024-10-10,3,Bizarrap & Milo j,single,False,151468,5,67,Short Hit
No_Se_Ve.mp3-Emilia,2024-11-04,2025-02-09,75,32,43.76,2024-11-05,1,Emilia,album,False,203636,13,0,Long Runner
No_se_ve.mp3-Emilia & LUDMILLA & ZECCA,2024-06-08,2024-11-03,134,13,22.26865671641791,2024-08-25,78,Emilia & LUDMILLA & ZECCA,single,True,203636,1,83,Long Runner
Nochentera-Vicco,2024-05-18,2025-01-09,156,9,20.775641025641026,2024-05-27,9,Vicco,single,False,202184,1,81,Evergreen
Nueva Era-Duki,2025-11-03,2025-11-27,25,3,10.32,2025-11-08,5,Duki,album,True,217547,15,66,Medium Run
NÚMERO TELEFÓNICO-SAIKO,2025-04-28,2025-05-09,12,14,31.666666666666668,2025-04-28,0,SAIKO,album,True,190000,16,61,Medium Run
OA-Anuel AA & Quevedo & Maluma,2024-10-16,2025-04-27,191,3,21.0,2024-11-11,26,Anuel AA & Quevedo & Maluma,single,True,235200,1,72,Evergreen
OBVIO-Myke Towers,2024-11-25,2024-11-25,1,25,25.0,2024-11-25,0,Myke Towers,album,True,162447,23,0,Short Hit
OTRA NOCHE (feat. Darell)-Myke Towers,2025-08-24,2025-11-16,85,11,22.976470588235294,2025-09-07,14,Myke Towers,album,True,224120,20,0,Long Runner
OTRA NOCHE-Myke Towers & Darell,2025-08-20,2025-08-23,4,36,39.25,2025-08-23,3,Myke Towers & Darell,single,True,224120,1,64,Short Hit
OTRA OPORTUNIDAD-Myke Towers,2025-08-24,2025-08-24,1,25,25.0,2025-08-24,0,Myke Towers,album,True,169026,20,0,Short Hit
OTRO ROUND-Myke Towers,2024-11-25,2024-11-25,1,50,50.0,2024-11-25,0,Myke Towers,album,True,134131,23,0,Short Hit
Ohnana-Kapo,2025-07-04,2025-11-27,145,2,8.889655172413793,2025-08-01,28,Kapo,single,False,156577,1,71,Long Runner
Omega (feat. Ralphie Choo)-ROSALÍA,2025-09-27,2025-10-10,14,3,25.285714285714285,2025-09-27,0,ROSALÍA,single,False,169500,1,63,Medium Run
Orgullosa De Papá-Cano,2025-11-01,2025-11-23,6,45,47.166666666666664,2025-11-16,15,Cano,album,False,174174,10,50,Short Hit
Oye BB-Omar Montes & Nicky Jam,2024-11-11,2024-11-11,1,43,43.0,2024-11-11,0,Omar Montes & Nicky Jam,single,False,147662,1,25,Short Hit
PA' LA VUELTA-Eladio Carrion & Morad,2024-08-06,2024-08-06,1,49,49.0,2024-08-06,0,Eladio Carrion & Morad,single,True,224041,1,62,Short Hit
PASAJERO-Mora,2024-08-30,2024-10-13,45,4,27.77777777777778,2024-08-30,0,Mora,album,False,149538,15,0,Medium Run
PASIEMPRE-Tainy,2024-07-02,2024-07-20,19,21,34.0,2024-07-05,3,Tainy,album,True,355795,19,73,Medium Run
PELIGROSA-FloyyMenor,2025-07-31,2025-11-27,119,3,13.588235294117647,2025-09-08,39,FloyyMenor,single,True,134930,1,77,Long Runner
PERREO LENTO-Chris Jedi & Gaby Music & Dei V,2025-03-02,2025-03-29,26,28,36.03846153846154,2025-03-07,5,Chris Jedi & Gaby Music & Dei V,single,True,156640,5,73,Medium Run
PERRO NEGRO-Bad Bunny,2024-10-14,2025-05-31,195,2,11.408163265306122,2024-10-17,3,Bad Bunny,album,True,162767,22,0,Evergreen
PERROS&GATA$-Nicki Nicole & SAIKO,2025-07-04,2025-07-07,4,45,46.5,2025-07-04,0,Nicki Nicole & SAIKO,single,False,179612,1,65,Short Hit
PIDE-Mora,2024-08-30,2024-09-02,4,15,34.25,2024-08-30,0,Mora,album,True,207903,15,0,Short Hit
PIRIBIRI-JC Reyes & Pedro Calderon,2024-08-09,2024-09-29,41,37,45.21951219512195,2024-09-17,39,JC Reyes & Pedro Calderon,single,False,176727,1,72,Medium Run
PLAYA DEL INGLÉS-Quevedo,2024-05-18,2024-12-12,159,15,24.31446540880503,2024-05-18,0,Quevedo,album,False,237525,16,84,Evergreen
POLARIS - Remix-SAIKO,2025-04-28,2025-05-09,12,31,40.833333333333336,2025-04-29,1,SAIKO,album,True,288000,16,53,Medium Run
POLARIS - Remix-SAIKO & Feid & Quevedo,2025-03-02,2025-04-20,48,31,37.291666666666664,2025-04-01,30,SAIKO & Feid & Quevedo,single,True,288000,1,83,Medium Run
POLARIS - Remix-Saiko & Feid & Quevedo,2024-06-11,2025-02-28,263,1,13.34980988593156,2024-06-11,0,Saiko & Feid & Quevedo,single,True,288000,1,74,Evergreen
POR ATRÁS-Quevedo,2025-11-24,2025-11-27,4,11,16.75,2025-11-24,0,Quevedo,album,False,171685,18,62,Short Hit
PRIVILEGIOS-Feid,2024-09-30,2024-10-01,2,46,46.0,2024-09-30,0,Feid,album,False,185840,15,0,Short Hit
PROVENZA-KAROL G,2025-07-25,2025-07-30,6,45,47.333333333333336,2025-07-26,1,KAROL G,album,False,207626,17,82,Short Hit
PUNTO G-Quevedo,2024-05-18,2025-01-13,162,23,40.611111111111114,2024-05-30,12,Quevedo,album,False,151324,16,86,Evergreen
Pacto (feat. Bryant Myers & Dei V) - Remix-Jay Wheeler & Anuel AA & Hades66,2024-07-29,2024-10-06,66,20,37.06060606060606,2024-08-19,21,Jay Wheeler & Anuel AA & Hades66,single,True,346000,1,0,Long Runner
Pacto (feat. Luar La L)-Jay Wheeler,2024-06-01,2024-07-01,31,38,43.774193548387096,2024-06-22,21,Jay Wheeler,album,True,284021,9,69,Medium Run
Pasaporte-Rauw Alejandro,2025-11-17,2025-11-17,1,43,43.0,2025-11-17,0,Rauw Alejandro,album,False,263451,18,64,Short Hit
Pasaporte-Rauw Alejandro & Mr. Naisgai,2025-09-29,2025-09-29,1,49,49.0,2025-09-29,0,Rauw Alejandro & Mr. Naisgai,single,False,266787,1,63,Short Hit
Passoa-JHAYCO,2025-09-08,2025-09-27,20,27,34.4,2025-09-08,0,JHAYCO,album,False,309280,29,53,Medium Run
Passoa-JHAYCO & Kapo,2025-08-17,2025-09-07,20,19,35.15,2025-08-26,9,JHAYCO & Kapo,single,False,309280,1,70,Medium Run
Paz-Morad,2024-05-18,2024-05-20,3,44,46.0,2024-05-18,0,Morad,album,False,186000,19,63,Short Hit
Pedro-Jaxomy & Agatino Romero & Raffaella Carrà,2025-04-14,2025-05-21,35,14,33.628571428571426,2025-04-21,7,Jaxomy & Agatino Romero & Raffaella Carrà,single,False,144846,1,77,Medium Run
Penas de Antaño-Bizarrap & Milo j,2024-10-09,2024-10-12,4,44,46.5,2024-10-10,1,Bizarrap & Milo j,single,False,201272,5,74,Short Hit
Perdió Este Culo-Bad Gyal,2025-01-28,2025-02-24,28,18,37.142857142857146,2025-01-31,3,Bad Gyal,album,True,159253,15,62,Medium Run
"Peso Pluma: Bzrp Music Sessions, Vol. 55-Bizarrap & Peso Pluma",2024-06-03,2024-07-01,29,2,18.20689655172414,2024-06-03,0,Bizarrap & Peso Pluma,single,True,188361,1,82,Medium Run
Please Please Please-Sabrina Carpenter,2025-06-12,2025-06-20,9,33,39.333333333333336,2025-06-18,6,Sabrina Carpenter,single,True,186365,2,83,Short Hit
Polaris-Saiko,2024-05-18,2024-06-11,25,22,36.16,2024-06-10,23,Saiko,single,True,192122,3,78,Medium Run
Potra Salvaje - Hard Remix-Isabel Aaiún & Fernando Moreno,2025-05-29,2025-09-24,114,3,13.991228070175438,2025-06-18,20,Isabel Aaiún & Fernando Moreno,single,False,342000,1,62,Long Runner
Potra Salvaje-Isabel Aaiún,2025-07-07,2025-08-28,50,14,35.26,2025-07-18,11,Isabel Aaiún,album,False,199624,10,59,Medium Run
Probemas Mentales-JZAEB & Eix,2025-03-07,2025-03-07,1,48,48.0,2025-03-07,0,JZAEB & Eix,single,True,229151,1,55,Short Hit
Problemas Mentales-JZAEB & Eix,2025-03-20,2025-03-22,2,22,22.5,2025-03-22,2,JZAEB & Eix,single,True,229151,1,67,Short Hit
"Ptazeta: Bzrp Music Sessions, Vol. 45-Paul Thin & RUSLANA",2025-01-18,2025-01-19,2,42,46.0,2025-01-18,0,Paul Thin & RUSLANA,single,False,156973,1,55,Short Hit
PÓLVORA-Mora,2024-08-30,2024-09-09,11,8,32.45454545454545,2024-08-30,0,Mora,album,True,185326,15,0,Medium Run
Q U E V A S H A C E R H O Y ?-Omar Courtz,2025-09-25,2025-11-27,64,1,4.515625,2025-10-02,7,Omar Courtz,album,False,224022,17,66,Long Runner
QLONA-KAROL G,2024-08-19,2025-10-19,342,8,26.453216374269005,2024-09-14,26,KAROL G,album,True,172797,9,74,Evergreen
QUE ASCO DE TODO-Quevedo,2025-11-24,2025-11-27,4,19,28.75,2025-11-24,0,Quevedo,album,False,190304,18,61,Short Hit
QUEVEDO #49 AFTER HOUR THE MIXTAPE-DJ Saot ST,2024-06-04,2024-06-04,1,48,48.0,2024-06-04,0,DJ Saot ST,album,False,120000,49,20,Short Hit
QUIZÁS SI QUIZÁS NO-Alvaro Diaz & Quevedo,2024-11-25,2024-12-23,29,13,35.172413793103445,2024-11-25,0,Alvaro Diaz & Quevedo,single,False,203213,1,0,Medium Run
Que Me Lleve el Aire-Luis Cortés,2025-10-10,2025-10-17,8,42,46.375,2025-10-13,3,Luis Cortés,single,False,170172,1,67,Short Hit
Que te vaya bien-Rvfv,2024-05-18,2024-06-07,21,26,37.904761904761905,2024-05-18,0,Rvfv,single,False,204960,1,77,Medium Run
"Quevedo: Bzrp Music Sessions, Vol. 52-Bizarrap & Quevedo",2024-05-18,2025-01-03,133,27,36.090225563909776,2024-05-29,11,Bizarrap & Quevedo,single,False,198937,1,93,Long Runner
Quickie-Dei V,2025-11-19,2025-11-25,7,31,42.42857142857143,2025-11-23,4,Dei V,single,True,123673,1,65,Short Hit
Quien Es Dei V?-Dei V,2024-09-24,2025-04-09,195,10,28.92820512820513,2024-10-04,10,Dei V,single,True,162244,1,68,Evergreen
Quién es Dei V?-Dei V,2025-06-16,2025-06-16,1,50,50.0,2025-06-16,0,Dei V,album,True,162244,16,13,Short Hit
Qué Pasaría...-Rauw Alejandro,2025-11-17,2025-11-27,11,1,4.454545454545454,2025-11-17,0,Rauw Alejandro,album,True,191018,18,72,Medium Run
Qué Pecao-Manuel Turizo,2025-11-24,2025-11-27,4,34,39.0,2025-11-24,0,Manuel Turizo,album,False,230080,12,42,Short Hit
Qué Pecao-Manuel Turizo & Kapo,2025-10-06,2025-11-23,49,13,19.979591836734695,2025-10-13,7,Manuel Turizo & Kapo,single,False,230073,1,58,Medium Run
RAPAPA-JC Reyes,2025-10-20,2025-11-26,38,8,22.157894736842106,2025-11-01,12,JC Reyes,single,False,120888,6,51,Medium Run
REAL GANGSTA LOVE-Trueno,2025-06-06,2025-11-16,154,1,18.272727272727273,2025-06-12,6,Trueno,album,True,145342,13,75,Evergreen
REINA-Mora,2024-08-30,2025-04-17,229,1,15.491304347826087,2024-08-30,0,Mora,album,True,211879,15,0,Evergreen
REMIX EXCLUSIVO-Feid,2024-05-18,2024-06-04,17,43,47.1764705882353,2024-05-20,2,Feid,single,True,206946,1,88,Medium Run
RITMO DE MEDALLO-Feid,2024-09-30,2024-10-01,2,37,37.0,2024-09-30,0,Feid,album,False,118693,15,0,Short Hit
RITUAL-Myke Towers,2024-11-25,2024-11-25,1,48,48.0,2024-11-25,0,Myke Towers,album,True,154432,23,0,Short Hit
